Id,Predicted
2539,100.50205714285714
5121,114.082
5203,95.57647619047619
5238,217.9345361702128
6848,172.05441017502397
7322,99.06602786574895
7726,153.13349108910998
7750,214.892
8025,133.12
9783,69.308
12048,86.812
14287,317.45754594594587
14290,173.7396108905112
14314,238.76145569620252
14322,218.7032014191912
15711,260.2966
16421,101.2543608058608
18127,222.01776393706547
18728,175.1277109126984
19601,209.70619126984127
20299,98.51263317411942
20724,69.48374585658244
20853,221.2625199447895
20913,178.3552619047619
21293,132.28115674170795
22911,165.7419619047619
25406,163.7396666666667
27531,92.83901333333333
27659,248.2696666666667
28321,96.25457895752895
29013,81.96099139527138
29455,169.90408333333335
32037,137.342
32100,215.83
32965,143.7761399283723
32969,203.77250714285717
33223,93.80066735297628
36121,97.61483333333334
36442,170.1376111111111
38638,221.13583333333332
40039,155.968
42580,83.58455108747046
43957,69.64068706615022
44096,61.59771428571428
44212,105.55280119047619
44221,228.30355555555556
47926,290.7525337301588
50447,165.67174422419689
51572,124.35007333333334
53137,219.57699431400218
55498,72.76730680574718
55982,89.47681336914721
57297,230.10752197802202
57618,186.71629732346983
57874,181.56144444444448
58059,78.43030476190475
58467,103.023
60164,370.8455269646693
60666,81.48
60794,177.85480544010514
61406,84.246
62427,232.94613118564448
63299,77.45051024629848
63657,133.33119480232412
63719,82.10187410951623
64277,77.6856590821663
64837,101.34481429531682
65562,213.79453120998127
65615,200.7907867965368
66741,199.2436984126984
67299,203.0325
68305,87.804
68765,207.35674171133834
69921,65.92708888888889
71248,217.19893947322518
72265,87.43040524703369
74073,210.0552557162472
77765,201.694
82638,241.46233469488587
83446,170.75253333333333
84059,172.10452732149466
89621,130.57813333333334
93313,157.44358452658452
98663,260.5163515151515
112435,102.41937847584144
117425,208.671
118061,150.6155562281073
120362,198.07868122400478
121861,220.7633642857143
123784,229.87832898550724
132695,165.46262399043744
138216,162.9563521008403
140973,245.7933876791841
144087,216.11834126984127
145188,300.37780976896454
148825,190.2461693099693
150804,210.36761471010982
151478,89.05225571017958
152263,185.51933333333332
155296,207.14855
161366,63.03571428571429
162493,192.81315899619113
162508,177.6486555934851
163836,70.60236666666667
165824,63.517428571428574
166541,73.45219487516033
167482,187.5385729504581
168546,229.05828571428572
170420,137.68363608352433
172700,117.6725
172870,100.40891666666666
174966,279.6946666666667
176135,173.36617088459212
180507,109.73714285714286
188674,214.49534304466593
193105,100.0916631868132
193333,88.41066666666666
195233,68.45628686868687
195971,155.63896078057587
200645,159.698
204833,113.08075
206772,196.54961904761905
206957,136.55355555555556
208889,159.56436066174027
213272,67.37567651821863
219818,262.73955555555557
220351,74.64169696969697
220946,211.26816064969577
221043,279.314
221097,199.84657142857142
225297,221.23542187740142
226021,203.72700714285716
227735,217.27254696600363
230321,163.6879453311949
232618,163.96892156862748
234184,176.6146117647059
236788,282.4495945433831
239899,118.20622222222222
243708,157.63
246351,187.9028627010602
250311,68.36626319608992
250536,146.434
251262,92.62946585180825
251277,127.29195763760049
253815,204.7076054682823
254409,194.2252962648328
255476,81.92244561403508
255601,165.90193017308846
256369,105.75980467356918
258686,129.432
258740,77.92633333333333
262343,228.7773747610132
262405,126.39839072122845
262478,125.7040104477612
263502,256.135
265506,184.48068399574282
265831,295.4712332986913
266756,231.881
267376,110.72542857142858
267652,76.77898573408572
268392,185.73261370432112
268481,185.14866666666668
269889,95.63595
270231,76.03657493734336
270345,250.76144505350186
270680,127.3241947850599
271128,70.72961366966366
271694,512.294
272026,132.21
274376,276.8537803379416
276317,249.5545287581699
281756,533.3463106060606
282514,69.84229754401667
282977,101.84445936965278
283184,234.456
284208,70.30886212121212
286838,82.64404313725491
287397,163.59979046276717
287408,213.43200557708082
289288,259.8462034608029
290457,220.61810984848486
293004,185.53651515151515
295231,69.0762
295379,193.07636333461556
296361,63.244522662906206
297962,240.30775
298759,68.7981797979798
301034,95.34989608851119
303345,253.6473333333333
310338,76.03786956521739
317905,159.99046159440985
320876,187.29018326118327
329064,120.28375757575758
333189,92.74924900000448
334607,198.38342076502735
335819,174.096
342995,85.23463116883119
351530,227.73598600041618
353317,231.2193579296384
359982,81.43398080808082
360400,136.02589014418646
361803,111.508
364785,90.99744801587302
369411,82.97636056264878
380416,225.7682788646837
380730,118.6216339869281
386555,92.856
387377,200.5617142857143
393016,129.66431987618859
394026,141.353
397034,251.17
398281,233.4805
404502,93.91538663912864
430665,280.8588009869852
431865,209.134
433218,212.20524083089805
437906,184.53816663648038
438513,117.25481557168321
443646,201.01151883116884
447766,152.6123333333333
448048,61.886355827505824
453161,164.68952618678702
454763,119.366
454929,230.28424789181935
455734,114.388
457829,193.10078084281898
461050,230.54416775911187
467634,74.818
476570,134.6145
478949,233.68024382073597
479002,194.66283691609615
479285,95.55725
483414,73.39638989573918
484728,127.59
486350,152.3425256923822
488083,165.88006076227865
490011,200.298
491977,307.69947209597876
495249,66.30138964330018
498120,57.13
503460,87.016
503529,227.51563048595804
505315,62.826070207570204
506121,100.13542583020268
507393,67.96517762377779
514457,145.1177049707602
518566,155.97713402902033
519310,78.62722406015038
521806,106.3463
528485,76.546
532749,191.05963822843822
533625,162.23118675552672
539160,150.46023333333335
539350,186.7441778012958
544039,128.65266666666668
545261,380.084
546383,63.52305974025974
546573,277.90310486856146
548184,160.58
550777,283.5520045454545
552141,248.73958379384246
557487,150.75860763310763
564049,193.94996411411412
565814,68.57761530282927
567195,189.84571066391467
575061,89.1214799829481
577324,117.51585714285714
577824,96.6795
578267,91.28061052631578
580323,99.62706724386724
581421,92.67062927713684
582372,77.166
585937,201.20478347961475
588677,186.936
591135,172.65616666666668
592853,130.03344242424242
593320,62.05535714285715
594732,318.3695777777778
595321,89.85145492583236
597624,186.78302293915647
606269,223.64759479480935
607735,285.63
607781,168.9580595238095
609213,162.3557096338582
611009,192.7754815094927
616585,210.2200390282132
618916,211.36933291851065
619122,74.30274643206256
635662,75.26496643252634
637228,61.39168421052632
651475,131.432901278087
651648,252.21070967741937
655472,154.21113703703705
658008,134.02168829879002
658366,272.1144157364192
658932,61.31617966057176
660036,110.16729506175156
668400,64.988
669831,86.93723943945184
670767,54.083042708050954
671496,75.16240494831955
674692,62.0925
679769,77.74866299229696
680998,168.604
681518,107.80734783218634
682122,129.19916666666668
683681,286.53965742677394
684808,259.7276
684991,152.97701289694965
690349,173.70878056343233
692137,196.25808529014844
695002,254.83076062429635
697923,111.46703773330583
698514,263.2572692307692
698882,90.07482058007352
700530,274.03350009389374
700916,145.91901435025565
702440,185.52041189620985
702551,468.582
704838,140.08595238095236
712136,77.178
712260,96.24213770278105
714028,136.53143650793652
718761,95.46624673311186
721762,235.88636114561186
727835,86.68632796647796
731316,242.40412703275248
735677,227.0190927941014
747419,203.78928459318792
749455,123.12257266377692
753991,127.04609519666742
754353,135.578
755703,100.880005678034
760303,239.89253882783882
763600,72.03949112978525
764052,147.03602355072462
765203,72.15
765315,106.02740044321007
769279,109.04233333333335
769448,220.84668647670736
772362,232.80276042397492
772679,276.268
773041,46.24223978243978
775280,144.062
778381,149.38389807886753
782554,265.46799526322616
786685,206.85383333333334
794245,57.29347121212121
795198,85.5442857142857
795641,75.38028900062002
796232,132.37421786840383
796523,159.01464360129535
798128,157.18670844667852
799829,125.67
799924,124.93171529102898
802677,188.94113656258847
808705,196.02789211469533
808774,193.42393529411765
810346,56.90511506924448
810681,181.93994146280602
811450,129.6665
813793,228.27895782724343
814327,102.32800793650794
817113,76.62152740836166
818337,64.16321067501048
819206,69.38032058516197
823631,76.68155071154901
824421,95.31686766566766
825486,164.5098002901354
825545,108.86511999770667
826307,69.93741666666666
826603,182.291325
829935,104.814
834968,232.96018631993286
836720,218.07733333333334
841075,134.4535833333333
846799,83.976
848087,159.5476039641246
848170,149.169918699187
849409,173.48206828068135
850712,329.6997902196041
851130,76.47
853900,136.405875
854253,167.55599628047938
855206,107.52805154105155
856440,174.45873494598703
864790,132.52266868005964
865355,68.28484584328716
867721,66.0989462587424
872035,123.098
875111,158.6802393106748
887129,195.452193497633
888583,195.08465286911672
894063,91.36100314096272
898861,127.93586043360435
900383,52.56696688741722
904060,219.98599279088523
906058,95.90701412958626
918239,81.776167987877
919491,97.33221010467929
919830,130.14173889800512
921624,194.1180168778446
924658,32.692
929032,100.87289128681776
931642,100.57195555555556
940116,72.31194290271134
941179,228.80735256410253
944049,259.3053244479861
951365,135.835
953951,323.7251714990767
958444,125.978
959871,79.54954444444445
960210,91.4081663059163
964379,148.5008
972426,105.64580952380953
973653,236.162
975990,481.69
981494,280.358
983625,168.968
984721,127.742
990130,220.33169898715985
1001147,62.10402957386877
1001447,82.2774
1002469,291.1386145983646
1009973,275.776
1018529,185.17180769230768
1021491,177.75091116627306
1021957,84.51887619047618
1023181,89.6745489454312
1029482,109.5367253459488
1029808,135.18351595844908
1030254,54.220839367636046
1032610,199.908
1032611,113.29818614823418
1037016,107.18
1046443,75.647
1054201,173.28196031746032
1056256,364.4760952380952
1059891,162.00942857142857
1066769,115.60647246753246
1077179,231.5905969660591
1080543,192.8047939849624
1089240,133.3017709846916
1089542,70.4964991266209
1091582,68.10703492063493
1102858,160.8367239283531
1102942,249.2547827207788
1107976,48.216071428571425
1112070,85.88873968253966
1114409,223.78699851621806
1130138,140.992
1131804,154.74775
1133296,300.0071904902777
1138455,191.1564897654628
1145288,123.87
1148978,67.51210385426168
1150398,90.97938448716361
1150594,258.80511952380954
1151582,120.262875
1155475,231.0824401402164
1155885,138.57886177493006
1166947,162.736
1170268,119.77216323557397
1171566,90.68378596491229
1171716,71.466
1177971,117.004
1180537,222.60005681447836
1180618,196.146
1183667,190.6224582116484
1186569,64.40318138928401
1189378,327.54765389975756
1195198,139.6086134398753
1196791,80.90215384615384
1213991,109.38896459270532
1217046,219.57466923076922
1217670,133.5634663405088
1227528,197.6726666840559
1251681,158.3836047783501
1252826,201.9957
1255828,127.84544864103408
1263964,80.52368517150157
1267186,105.21002058005553
1267945,59.33043123597691
1281023,97.99947203292982
1281054,218.6116693856601
1291020,76.748
1292428,106.51826544645722
1294973,107.53443005157823
1297663,210.75569678068226
1300097,119.46605736912841
1303850,217.95214086021502
1304181,110.32889056767696
1305265,160.45385714285712
1307095,107.94405808219415
1308308,308.0517687559704
1309148,75.9235
1313711,133.63028316151198
1320550,269.26851664631664
1325432,63.46457839426798
1330056,98.7002832485538
1331960,164.7780316727153
1334633,222.8091191596423
1338362,134.87337313432835
1342507,168.01573397993636
1347478,90.28242431879418
1359438,169.0404620998974
1363957,156.2821761904762
1374457,92.63
1391683,69.42076595744682
1392673,145.95783333333335
1399187,222.71445454545454
1399448,255.05363408521305
1402084,186.47617550000263
1404510,70.47187227937422
1404828,71.66053616734143
1411811,315.6191471861472
1423175,154.678
1433897,142.70312795584368
1436810,140.16519047619047
1440363,139.08785714285716
1444400,114.66917213277246
1449546,143.744
1455804,163.8035035946644
1465446,167.7021666666667
